feature	short-read	long-read
ENSG00000000003.16	0.0412135391755047	0.26833857005105816
ENSG00000000005.6	0.0	0.0
ENSG00000000419.14	3.419606305594818	4.818826740691381
ENSG00000000457.14	3.1852493837529647	3.6039396242782638
ENSG00000000460.17	1.6038169313264041	1.2630314002159946
ENSG00000000938.13	8.893411590185638	9.498042990359236
ENSG00000000971.17	0.4472967127441265	2.6014331471207646
ENSG00000001036.14	2.8913141890466405	5.7846269156201275
ENSG00000001084.13	3.42425593052496	3.243398550283652
ENSG00000001167.15	5.272767456066441	4.7484110491006
ENSG00000001460.18	0.32710672065575047	2.051650520217743
ENSG00000001461.18	2.419463653679733	3.80772987099073
ENSG00000001497.18	1.5545863960244142	1.725209780483494
ENSG00000001561.7	2.5617843530818414	2.8893304341035426
ENSG00000001617.12	0.041887774678522074	0.0
ENSG00000001626.18	0.0	0.09302058574404957
ENSG00000001629.10	3.4064219738392127	4.559980337888141
ENSG00000001630.18	2.02768487693716	3.266294066705928
ENSG00000001631.17	2.8081965921001935	4.231101804160082
ENSG00000002016.18	2.1097496835218523	3.575399349685036
ENSG00000002330.14	3.145633440099239	3.702882462180954
ENSG00000002549.13	3.306148476434264	5.830716463553404
ENSG00000002586.20	0.0	2.3279250156765685
ENSG00000002587.10	0.14526920440055166	1.1144962952979107
ENSG00000002726.21	0.07314841839622323	0.5305552225678289
ENSG00000002745.13	0.1900016240078367	0.4522221938472209
ENSG00000002746.15	0.0	0.05782038645923831
ENSG00000002822.16	2.3180200278247067	4.90831753262288
ENSG00000002834.19	7.281669303189421	4.817099801911942
ENSG00000002919.15	5.336028786861995	6.059964413345418
ENSG00000002933.9	3.3448250890523745	2.050957854775939
ENSG00000003056.8	4.606812211827659	7.647290502809807
ENSG00000003096.15	0.20301818404019095	0.16184899506378655
ENSG00000003137.9	0.038615980544466064	0.0
ENSG00000003147.19	1.1872572036026097	4.184772694727002
ENSG00000003249.15	0.021067469930609838	0.9195262000277995
ENSG00000003393.16	1.9712639544014912	3.086085003798801
ENSG00000003400.16	4.372791387215981	4.193309533935589
ENSG00000003402.21	7.663922606390591	8.961014713433237
ENSG00000003436.16	2.533975914950045	3.670713799996512
ENSG00000003509.16	2.890719640714344	3.9219059490999904
ENSG00000003756.17	6.435984623787538	7.69445434692305
ENSG00000003987.14	0.05635323366275534	1.5454717396235371
ENSG00000003989.18	0.023760650698031856	0.0
ENSG00000004059.11	6.410080718898816	6.038173246895217
ENSG00000004139.14	1.6455508800773695	0.7792302987605414
ENSG00000004142.12	4.004034350867786	6.022174079370155
ENSG00000004399.13	3.396333922941138	2.3999774101938196
ENSG00000004455.18	2.5523923194105587	5.055888457063805
ENSG00000004468.13	2.820216548599911	4.4112381000593475
ENSG00000004478.8	2.9773982654392803	3.5898801919796
ENSG00000004487.18	1.994512384807913	3.0043509126429124
ENSG00000004534.15	4.327306019827252	4.157615418413127
ENSG00000004660.15	4.341155603094388	3.6932489698543356
ENSG00000004700.16	3.9382152082082693	4.67886331055449
ENSG00000004766.17	2.058785425155588	3.5096510024267054
ENSG00000004776.13	0.3190051210762465	0.0
ENSG00000004777.19	0.7595623735812588	0.0
ENSG00000004779.10	2.317792603058746	2.810293993658714
ENSG00000004799.8	3.7128232263349297	5.883793934190597
ENSG00000004809.14	1.1382790917163086	2.548506661524497
ENSG00000004838.14	0.6734605426383565	1.1555899317019844
ENSG00000004846.17	0.047648663124703956	0.0
ENSG00000004848.8	0.0	0.0
ENSG00000004864.14	2.3617363615478406	3.3955039060254557
ENSG00000004866.22	1.2042703280905092	2.9556062976705215
ENSG00000004897.12	4.162600310531048	4.656514790253638
ENSG00000004939.16	7.810730515234519	6.544957480025299
ENSG00000004948.16	0.0	0.0
ENSG00000004961.15	2.832088969519255	4.409290453172113
ENSG00000004975.12	2.7399118131244538	3.136462768585996
ENSG00000005001.10	0.052560573766411774	0.0
ENSG00000005007.14	6.1929016068881095	2.5972679969250088
ENSG00000005020.13	6.052037106547926	8.213265442438837
ENSG00000005022.6	5.484519544045679	7.232248033261249
ENSG00000005059.16	3.0077051994922215	5.687939702803368
ENSG00000005073.6	0.0	0.0
ENSG00000005075.16	4.279701053649109	2.2366135394761706
ENSG00000005100.13	1.6672245398885583	1.2393852094062014
ENSG00000005102.14	0.1982137595135267	0.19479309367870196
ENSG00000005108.17	0.051334511107197334	0.0
ENSG00000005156.12	1.8880500043634028	3.1279231101639966
ENSG00000005175.10	2.871318703714199	5.067472222601125
ENSG00000005187.12	1.0069988221072488	7.012523264543036
ENSG00000005189.20	0.6189621713291416	1.7322066705058115
ENSG00000005194.15	2.654236171179997	5.025663733007123
ENSG00000005206.17	2.5361971625313044	3.1827054850867973
ENSG00000005238.20	4.9898011051329885	4.155682778464063
ENSG00000005243.10	0.1436768356910468	0.0
ENSG00000005249.14	6.838625157663632	5.803206651506039
ENSG00000005302.19	5.608334464678889	7.266475756331912
ENSG00000005339.15	6.46223645685524	6.717727111831605
ENSG00000005379.17	2.084082298363776	0.48496509087540923
ENSG00000005381.9	3.0055977833037417	3.964009856227875
ENSG00000005421.9	0.0	0.0
ENSG00000005436.14	1.1028925712522686	3.162397452015009
ENSG00000005448.17	1.1126114001060237	1.4617302293240755
ENSG00000005469.12	1.2167304952298454	2.326018966251249
ENSG00000005471.19	0.22505770707805373	0.8346400297683865
ENSG00000005483.23	5.57591234040969	7.654802691346937
ENSG00000005486.17	4.689249895573397	6.1933275141443085
ENSG00000005513.11	0.0	0.0
ENSG00000005700.15	2.6522799711050857	1.147489059539427
ENSG00000005801.18	1.315847322698275	2.383617762732287
ENSG00000005810.20	4.472871724195112	4.306387733570324
ENSG00000005812.11	5.016435567463429	6.817418989152173
ENSG00000005844.19	6.611975216522009	5.097228962813926
ENSG00000005882.12	1.9407339423781804	2.7971331628196854
ENSG00000005884.18	0.40114329729397413	0.32545895057574625
ENSG00000005889.16	4.075756291459198	5.7705799086091725
ENSG00000005893.17	6.726382920345737	9.402909665312482
ENSG00000005961.19	9.043403503077375	8.903493404280674
ENSG00000005981.13	0.0	4.707639139606863
ENSG00000006007.12	5.265783612797722	5.486909432547279
ENSG00000006015.18	3.1559188753520733	2.1157570731127437
ENSG00000006016.12	0.09337357373357702	0.4635952556737355
ENSG00000006025.13	1.7295101360919354	0.3967086172400281
ENSG00000006042.12	0.0	0.29828410466430183
ENSG00000006047.13	0.0	0.0
ENSG00000006059.4	0.035887089600064474	0.0
ENSG00000006062.18	3.1678800554482787	1.8199129713201418
ENSG00000006071.16	0.0	4.9071346308788675
ENSG00000006116.4	0.04856961338175813	0.0
ENSG00000006118.15	0.3468275727354879	0.0
ENSG00000006125.18	5.845526983464688	5.2392447356160945
ENSG00000006128.12	0.0	0.0
ENSG00000006194.11	1.9201800909008493	2.634471063980099
ENSG00000006210.7	0.0	2.1159181708016863
ENSG00000006282.22	1.9198522293167342	3.0856964107424854
ENSG00000006283.18	0.0	0.0
ENSG00000006327.14	2.2544165673250123	2.539263301880878
ENSG00000006377.11	0.0	0.0
ENSG00000006432.16	0.8232023366300363	0.4177169795538881
ENSG00000006451.8	2.6824130639070125	4.047387271281452
ENSG00000006453.14	0.5521862075748535	2.203424513958133
ENSG00000006459.11	6.4106696833257715	5.926108043708482
ENSG00000006468.15	0.03905835896939389	0.0
ENSG00000006530.18	1.2014895844516056	4.115178437633663
ENSG00000006534.17	5.074199833173628	5.8105921729172305
ENSG00000006555.11	2.0107601492324703	1.373633178833371
ENSG00000006576.17	2.9336032291142664	3.6641167726366555
ENSG00000006606.9	0.0	0.0
ENSG00000006607.14	1.329537540134297	1.5154091887353012
ENSG00000006611.17	0.0	0.0
ENSG00000006625.18	1.4808922219741942	3.6718859560890227
ENSG00000006634.8	1.0071402329236074	3.2518211757614393
ENSG00000006638.13	4.026845463694011	4.40841106443678
ENSG00000006652.15	5.52452081000798	7.549345867940897
ENSG00000006659.13	0.0	1.3220481221217004
ENSG00000006695.12	1.3084348546755316	2.6866780097759513
ENSG00000006704.11	0.029223874007845648	0.5470786193418378
ENSG00000006712.15	4.065621767682947	5.141375361564018
ENSG00000006715.16	3.9055590470500188	4.567616205622286
ENSG00000006740.18	0.019962323188096258	0.33558958471516276
ENSG00000006744.19	2.625093941335128	3.8106696190037748
ENSG00000006747.15	0.06352779234164736	0.16320887603812984
ENSG00000006756.16	2.9906750048587987	1.9739726845874277
ENSG00000006757.12	0.6574378765613751	1.3409376342206791
ENSG00000006788.14	0.0	0.0
ENSG00000006831.10	4.187644561723199	5.732945365385707
ENSG00000006837.12	0.23532390655546295	0.5175246468726079
ENSG00000007001.14	0.0	0.0
ENSG00000007038.11	0.4262679755990589	0.0
ENSG00000007047.16	4.00550499702812	2.7950366894952756
ENSG00000007062.12	0.056328259738550365	0.0
ENSG00000007080.11	3.298028171809117	2.498060112758972
ENSG00000007129.18	3.5916365758198414	4.975475885224736
ENSG00000007168.15	5.055946616539483	6.504324752629118
ENSG00000007171.19	0.0	0.0
ENSG00000007174.18	0.0028724297900455218	0.26640756800858295
ENSG00000007202.16	4.857550361015823	1.7482516835066342
ENSG00000007216.16	0.0	0.0
ENSG00000007237.19	6.565502389260357	6.503746200780833
ENSG00000007255.10	2.797457757536241	1.5609780389369972
ENSG00000007264.15	2.5917344623121847	4.091725726261211
ENSG00000007306.15	0.06967604804607104	0.3983459919021707
ENSG00000007312.14	3.624335474384574	3.136245207391194
ENSG00000007314.12	0.0	0.06973790708403493
ENSG00000007341.19	1.5651394374883731	4.542753991551963
ENSG00000007350.18	0.8029103528545349	1.5709044155875456
ENSG00000007372.25	0.0	0.0
ENSG00000007376.8	2.7870813604311078	3.088375015000358
ENSG00000007384.15	0.0	0.0
ENSG00000007392.17	3.0740679717619015	2.685786118235657
ENSG00000007402.12	0.7842970910707248	0.8078412344119125
ENSG00000007516.15	0.6782711636041876	0.0
ENSG00000007520.4	3.5600775826383417	2.174446048952433
ENSG00000007541.17	2.3214854081371974	2.7515333476244366
ENSG00000007545.16	3.465803158778058	0.3153888531306087
ENSG00000007866.22	0.1614362658259871	0.0
ENSG00000007908.16	0.0	0.0
ENSG00000007923.17	1.7478260497546443	3.0582359587458043
ENSG00000007933.13	0.027275804730617106	0.24821784558779186
ENSG00000007944.16	5.518898064575197	6.157624209357461
ENSG00000007952.18	0.0	0.0
ENSG00000007968.7	4.967849299361346	4.330513655713416
ENSG00000008018.9	4.453690284034959	5.4909486919578
ENSG00000008056.14	0.15530495925260535	0.16589779322137022
ENSG00000008083.14	5.315635276897572	3.04065891602729
ENSG00000008086.13	2.6197224114402515	4.601318323947949
ENSG00000008118.10	0.0	0.968508105291451
ENSG00000008128.23	2.3748781185940984	4.543899002211368
ENSG00000008130.15	7.946800496329498	6.8877538661804385
ENSG00000008196.13	0.0	0.0
ENSG00000008197.5	0.0	0.0
ENSG00000008226.20	1.1143343723621644	0.7386467966332076
ENSG00000008256.17	2.2394490635512057	3.038254428561351
ENSG00000008277.15	0.32288226632129735	1.9006129679055623
ENSG00000008282.10	4.005636584700748	5.381639294905962
ENSG00000008283.16	1.205341836341494	1.428584621003662
ENSG00000008294.22	5.5002119504089695	6.054434575955233
ENSG00000008300.17	0.25733051092704184	0.04599366200810154
ENSG00000008311.16	0.45737785823423716	0.2653540767353589
ENSG00000008323.16	0.399841551890407	0.0
ENSG00000008324.12	1.8148879356545016	1.8329475183368222
ENSG00000008382.16	2.5172610771857844	0.0
ENSG00000008394.13	1.4950877727216798	4.3217795617870305
ENSG00000008405.12	2.293137962595041	2.6693828585430683
ENSG00000008438.5	6.831255692267442	5.293465284872109
ENSG00000008441.19	4.129302802341285	1.276528824428354
ENSG00000008513.17	5.1965843444442	4.9788554019267
ENSG00000008516.19	9.580258714502019	3.639384992830997
ENSG00000008517.19	4.542444102087101	4.114139690946689
ENSG00000008710.20	1.923893825942278	1.0146480875047514
ENSG00000008735.14	0.09638465910248699	0.0
ENSG00000008838.21	2.262944234575857	1.860008893912884
ENSG00000008853.18	1.4591262595913284	0.5915846382359061
ENSG00000008869.12	4.329540195077267	4.465605779439702
ENSG00000008952.17	5.185908319447549	8.980117285685937
ENSG00000008988.11	4.083031211181154	2.3865055482974333
ENSG00000009307.17	6.52676178378715	6.691524854927935
ENSG00000009335.19	4.132285230878717	3.945228065638874
ENSG00000009413.17	3.4436986733898713	4.37896454452176
ENSG00000009694.14	2.275653432745993	0.6022525718108976
ENSG00000009709.13	0.0	0.0
ENSG00000009724.18	0.34622053710513434	1.2230554964557963
ENSG00000009765.15	0.00918662498116643	0.4421919047312615
ENSG00000009780.16	1.7965757438524397	2.341760931077336
ENSG00000009790.15	4.96763030675278	6.168629180081172
ENSG00000009830.13	0.9369978023655582	2.493680890589629
ENSG00000009844.16	2.823164828153897	5.369721393090597
ENSG00000009950.16	0.0	0.26450640581580964
ENSG00000009954.11	3.6641188211447275	2.1885939884671366
ENSG00000010017.13	4.918596612133477	5.713833205210761
ENSG00000010030.14	1.3098601119737323	2.6442261647552483
ENSG00000010072.16	2.406249571993654	3.956075336679507
ENSG00000010165.20	2.8311664577689943	3.119664937182295
ENSG00000010219.14	0.9417125663063755	3.0700409780361726
ENSG00000010244.19	5.609794373396587	7.148977612429866
ENSG00000010256.12	4.8609989392495265	7.409957871771407
ENSG00000010270.14	4.0544591919547255	6.33761009280517
ENSG00000010278.15	4.232589080692339	6.557735036774283
ENSG00000010282.15	0.17761296077625413	0.0
ENSG00000010292.13	3.617393115453192	3.350857734362302
ENSG00000010295.20	3.563278349980469	3.203200059805305
ENSG00000010310.9	0.29117209941469263	0.7836083546209615
ENSG00000010318.22	1.4026414185845537	2.406676796924148
ENSG00000010319.7	0.20921752420161968	0.30130317645373844
ENSG00000010322.16	4.227445591862972	3.8443369396283096
ENSG00000010327.10	5.218366972725915	2.8819051789384558
ENSG00000010361.14	2.77117630796479	4.162953512747229
ENSG00000010379.16	0.6632170826756828	0.4341269833393949
ENSG00000010404.18	6.797785248668806	6.7465002266612535
ENSG00000010438.17	0.0	1.5243014299855493
ENSG00000010539.12	4.019515472753226	4.180884698489565
ENSG00000010610.10	4.297236472563974	5.250049295792768
ENSG00000010626.15	1.1066605457675522	1.2810067775898129
ENSG00000010671.18	5.084627027247615	6.492419819885686
ENSG00000010704.20	0.5768839151515363	3.081436099343704
ENSG00000010803.17	1.4782372021601204	0.3037608790250353
ENSG00000010810.18	4.507180270098845	8.114658673715093
ENSG00000010818.11	3.263990926102497	0.985983433691461
ENSG00000010932.17	0.0	0.0
ENSG00000011007.13	3.0168731685127055	3.390528471426862
ENSG00000011009.12	4.31059707778174	6.291137944130771
ENSG00000011021.23	2.616349462412454	2.403611310108643
ENSG00000011028.14	1.1301941826580066	0.47625205954783945
ENSG00000011083.9	0.0	0.0
ENSG00000011105.14	4.092649584788068	3.02616938412285
ENSG00000011114.15	3.129641255472258	2.880019557529527
ENSG00000011132.12	3.1045552283315363	4.19250295420955
ENSG00000011143.19	0.568620740487665	2.040568795923754
ENSG00000011198.10	6.085372092448587	7.750411979773438
ENSG00000011201.12	0.3849858729395962	0.6371965973508898
ENSG00000011243.19	4.08515200055966	5.010600698964025
ENSG00000011258.16	3.495382928608983	4.138032633484149
ENSG00000011260.14	2.917199721579516	5.450489286983394
ENSG00000011275.19	4.198352313085597	4.448284437226763
ENSG00000011295.16	1.8854806544782945	3.9932968388552648
ENSG00000011304.22	5.0969193255261835	3.789065020642656
ENSG00000011332.22	0.0	0.0
ENSG00000011347.10	0.0	0.0
ENSG00000011376.12	1.2381093674407904	0.9410003591389007
ENSG00000011405.14	3.074650486372175	2.642379499554653
ENSG00000011422.12	5.94883650425387	8.990190074719006
ENSG00000011426.11	0.8555169578973549	0.4119761006184721
ENSG00000011451.21	2.202486994350729	0.5136352605150549
ENSG00000011454.18	3.9513257510422912	3.8731701405550973
ENSG00000011465.18	0.028976443887488827	0.3296609539395282
ENSG00000011478.13	0.6108908971867253	0.0
ENSG00000011485.15	2.135289584187156	3.4566459722828875
ENSG00000011523.15	2.638061090421235	3.247347129585802
ENSG00000011566.15	1.492679235465429	2.222588511485538
ENSG00000011590.14	0.26746628336193146	1.06273168817004
ENSG00000011600.12	9.877788157324117	6.399106290742392
ENSG00000011638.11	3.092718753094936	2.9252773208688816
ENSG00000011677.13	0.0	0.0
ENSG00000012048.26	2.778637745878075	2.996467025896914
ENSG00000012061.17	2.25710780066564	2.93794921789293
ENSG00000012124.17	2.1493868477967073	2.0883034329314176
ENSG00000012171.20	0.8515671629407463	0.0
ENSG00000012174.12	1.1252450799339202	1.5845156769700455
ENSG00000012211.13	1.99738996918701	3.4526057132754238
ENSG00000012223.13	6.421211851891183	8.762342111136583
ENSG00000012232.10	5.34132713610521	3.2567493701691226
ENSG00000012504.15	0.0	0.0
ENSG00000012660.14	6.474157666462855	7.39776494347279
ENSG00000012779.12	8.329100645773728	9.617762991903067
ENSG00000012817.16	3.7300398221235755	2.6051218779724694
ENSG00000012822.16	5.157271539312162	5.478715364225265
ENSG00000012963.15	2.928332040159877	3.754398719786728
ENSG00000012983.12	3.863746804988922	3.8750785933914846
ENSG00000013016.16	4.776330220720703	4.4640262294126725
ENSG00000013275.8	4.416643181586483	5.126902338190207
ENSG00000013288.9	3.965435318008737	3.249885667542449
ENSG00000013293.6	0.0	1.3975160368612498
ENSG00000013297.12	0.04768914147154786	0.0
ENSG00000013306.16	9.478690302431147	11.640284624705131
ENSG00000013364.19	6.900237873182257	7.427067106154146
ENSG00000013374.17	4.388345786209069	6.003322350079985
ENSG00000013375.17	0.8591410523972001	2.8021261998737113
ENSG00000013392.8	0.27378799183295827	0.8643276085179604
ENSG00000013441.17	6.705278011028215	7.928842710531356
ENSG00000013503.10	1.5896901521173958	0.7984943526546913
ENSG00000013523.12	1.9492801744686348	1.2808571622462492
ENSG00000013561.18	4.561143359062276	4.741401618700112
ENSG00000013563.14	4.471644523268555	4.8836769200019186
ENSG00000013573.17	0.5267929830207263	0.9009212792538706
ENSG00000013583.10	2.4492446732451003	3.059617451848185
ENSG00000013588.10	0.0	0.08233335383485288
ENSG00000013619.15	0.328750313466202	0.0
ENSG00000013725.14	3.216020982517468	4.485744507130413
ENSG00000013810.21	5.168221415487898	5.395368002829945
ENSG00000014123.10	2.961484422847786	4.13150478688551
ENSG00000014138.10	1.6705643668755497	3.1402356619057463
ENSG00000014164.7	4.4507196874339545	3.598048449440547
ENSG00000014216.16	6.4603201434802076	6.871124992140423
ENSG00000014257.17	4.301298127479985	7.0254255696791255
ENSG00000014641.21	2.9068592406955718	3.170734446841016
ENSG00000014824.14	2.7161471922770737	4.323030397622964
ENSG00000014914.21	0.9739910464524623	1.5388092952909749
ENSG00000014919.13	4.114185343888979	5.291629893752053
ENSG00000015133.20	4.1417955445373495	5.439450967892164
ENSG00000015153.15	2.491667393496702	4.4695050050080045
ENSG00000015171.21	2.0101589525130734	2.498573075994308
ENSG00000015285.12	7.615334660732306	6.040154986472752
ENSG00000015413.10	0.046724331163994534	0.0
ENSG00000015475.19	4.979648943625053	6.579303777401154
ENSG00000015479.20	4.921623606213112	5.949367822835757
ENSG00000015520.15	0.05295280511391069	0.0
ENSG00000015532.10	2.788763793586603	2.510008919649894
ENSG00000015568.13	0.033904318839292444	2.589169990685968
ENSG00000015592.17	0.0	0.8739950491373254
ENSG00000015676.18	2.8213569461686965	3.731817757471582
ENSG00000016082.15	0.0	0.0
ENSG00000016391.11	0.13900838762742943	0.13813554802537076
ENSG00000016402.14	0.0	0.0
ENSG00000016490.16	0.0	0.0
ENSG00000016602.9	0.0	0.0
ENSG00000016864.19	2.7835100865204234	5.285150021125459
ENSG00000017260.20	3.990032511091226	5.224991785525834
ENSG00000017427.17	0.04593636637170235	0.0
ENSG00000017483.16	4.733955645561373	3.380014849413293
ENSG00000017797.13	5.264171432526731	3.782587737363798
ENSG00000018189.13	1.8400377649350033	4.180889868785655
ENSG00000018236.15	0.0	0.0
ENSG00000018280.18	9.144282710910545	9.216468914182679
ENSG00000018408.15	0.2155792040748664	0.9624838734527861
ENSG00000018510.18	2.556464731309013	3.2418647366222886
ENSG00000018610.15	2.6145418928597084	2.2847433116662375
ENSG00000018625.15	0.0	0.0
ENSG00000018699.13	1.9484397500115482	2.9276795592224416
ENSG00000018869.18	0.8911026147132338	1.553021786614493
ENSG00000019102.12	0.34728353243496396	3.695741319383899
ENSG00000019144.20	0.03611926726872663	1.2622593502188872
ENSG00000019169.11	0.685040397460409	1.5470006136493142
ENSG00000019186.10	0.0	0.0
ENSG00000019485.14	0.5275308031163342	0.1525429931629246
ENSG00000019505.8	0.0	0.10412325937077747
ENSG00000019549.13	0.039346183191642826	0.0
ENSG00000019582.17	8.61363503351837	9.997686674122981
ENSG00000019991.18	2.943068581490742	4.378130992869368
ENSG00000019995.6	4.575695283921996	4.7717223947745175
ENSG00000020129.16	1.7919707278793549	1.4936913928811029
ENSG00000020181.18	0.30057711360831535	0.1522937672113905
ENSG00000020256.20	0.8880445474920995	1.4182736191326257
ENSG00000020426.11	0.8887685719307417	3.309799008506955
ENSG00000020577.14	0.42566232053466857	1.6963646805510697
ENSG00000020633.19	4.698429420829033	2.9226753052461043
ENSG00000020922.13	2.8520132240272686	3.0011445047580785
ENSG00000021300.14	0.5874523661598806	2.2772956586929967
ENSG00000021355.13	7.408319642928352	8.866346485375196
ENSG00000021461.18	0.0	0.7026770451275504
ENSG00000021488.13	0.13094141002568738	0.0
ENSG00000021574.15	4.553343913475844	2.769908386882868
ENSG00000021645.20	0.10464127116553561	0.19059336973995547
ENSG00000021762.20	2.6115803382389946	2.646772562368846
ENSG00000021776.11	3.467571251027079	4.342267856159996
ENSG00000021826.18	0.013309317092551594	0.0
ENSG00000021852.14	0.0	0.0
ENSG00000022267.19	3.3338745054960484	4.105065288416467
ENSG00000022277.13	6.368865881335497	8.326559714808983
ENSG00000022355.18	0.015647426055352225	0.21224434569536155
ENSG00000022556.16	1.0742341348652575	0.14175451659500046
ENSG00000022567.10	5.832081194877841	4.0445849796587465
ENSG00000022840.17	8.375312609336985	9.260121372044397
ENSG00000022976.16	2.61498493099882	2.1526880306356864
ENSG00000023041.12	3.3223583866432342	5.104154508067253
ENSG00000023171.20	1.8820028397843331	1.6872569173630996
ENSG00000023191.17	3.936814584723366	5.67692738280659
ENSG00000023228.15	3.5679970709418805	5.2521784099331255
ENSG00000023287.13	5.133496123874167	5.036682011136517
ENSG00000023318.9	4.099535745685665	7.0674295203922535
ENSG00000023330.15	4.620082317468337	6.154733286214357
ENSG00000023445.17	3.1713138083857393	3.261468683243173
ENSG00000023516.9	3.145340297909898	3.181143429185182
ENSG00000023572.10	1.783060985258438	4.409436422746618
ENSG00000023608.5	1.6502820485675098	2.6363703358213275
ENSG00000023697.13	3.773632969093419	7.079971985803184
ENSG00000023734.11	5.061319948734119	7.696428253819433
ENSG00000023839.12	1.5118222176593312	1.1364598154862589
ENSG00000023892.12	6.0317959799017915	7.284164715989657
ENSG00000023902.14	5.229175434486694	3.8148355505728615
ENSG00000023909.10	3.385088062985634	4.5817548319574755
ENSG00000024048.11	6.376606233535721	3.9714098311901407
ENSG00000024422.12	0.721462784085064	0.0
ENSG00000024526.17	0.2749486231292828	0.3121167987726072
ENSG00000024862.18	4.828995611142042	7.705225915137997
ENSG00000025039.15	4.663068920989012	3.120674752056288
ENSG00000025156.13	1.5169097440585448	2.5550175446667347
ENSG00000025293.17	4.143707035256764	5.853025218203572
ENSG00000025423.11	0.0	0.5275938557167764
ENSG00000025434.19	1.9977862903093566	2.866482918733758
ENSG00000025708.14	7.863520394733275	8.301211295171793
ENSG00000025770.19	2.7691754995449265	4.221983462383938
ENSG00000025772.8	2.30028687902589	4.350232233611773
ENSG00000025796.14	2.961439970282501	4.890897962866202
ENSG00000025800.14	4.494040294456453	3.105472251234362
ENSG00000026025.16	9.093803719195064	8.230523842430364
